file,scenario,sentence
016441,audio,turn up sound
016442,audio,turn up sound
016443,audio,turn up sound
016444,audio,turn up sound
016445,audio,turn up sound
016446,audio,mute my speakers for a minute here i need to make a call
016447,audio,mute my speakers for a minute here i need to make a call
016448,audio,mute my speakers for a minute here i need to make a call
016449,audio,decrease the volume
016450,audio,decrease the volume
016451,audio,decrease the volume
016452,audio,decrease the volume
016453,audio,decrease the volume
016454,audio,decrease the volume
016455,audio,decrease the volume
016456,audio,please mute yourself
016457,audio,please mute yourself
016458,audio,please mute yourself
016459,audio,please mute yourself
016460,audio,raise the volume of the speakers
016461,audio,raise the volume of the speakers
016462,audio,raise the volume of the speakers
016463,audio,raise the volume of the speakers
016464,audio,raise the volume of the speakers
016465,audio,raise the volume of the speakers
016466,audio,turn volume up to highest level
016467,audio,turn volume up to highest level
016468,audio,turn volume up to highest level
016469,audio,turn volume up to highest level
016470,audio,lower volume
016471,audio,lower volume
016472,audio,lower volume
016473,audio,lower volume
016474,audio,lower volume
016475,audio,lower volume
016476,audio,lower volume
016477,audio,lower volume
016478,audio,lower volume
016479,audio,lower volume
016480,audio,please turn the music up
016481,audio,it's quiet time
016482,audio,it's quiet time
016483,audio,it's quiet time
016484,audio,it's quiet time
016485,audio,it's quiet time
016486,audio,stay quiet
016487,audio,stay quiet
016488,audio,stay quiet
016489,audio,stay quiet
016490,audio,be mute
016491,audio,turn up the speakers
016492,audio,turn up the speakers
016493,audio,turn up the speakers
016494,audio,can you make it a little quieter
016495,audio,don't respond for fifty seconds
016496,audio,don't respond for fifty seconds
016497,audio,don't respond for fifty seconds
016498,audio,don't respond for fifty seconds
016499,audio,don't respond for fifty seconds
016500,audio,don't respond for fifty seconds
016501,audio,can you mute when i am not home
016502,audio,can you mute when i am not home
016503,audio,can you mute when i am not home
016504,audio,can you turn it up a little
016505,audio,can you turn it up a little
016506,audio,can you turn it up a little
016507,audio,can you turn it up a little
016508,audio,please increase volume
016509,audio,quieter
016510,audio,quieter
016511,audio,quieter
016512,audio,quieter
016513,audio,quieter
016514,audio,quieter
016515,audio,quieter
016516,audio,quieter
016517,audio,volume control please
016518,audio,volume control please
016519,audio,volume control please
016520,audio,volume control please
016521,audio,volume control please
016522,audio,volume control please
016523,audio,ok google mute sound on speakers please
016524,audio,ok google mute sound on speakers please
016525,audio,ok google mute sound on speakers please
016526,audio,make the speaker volume on maximum
016527,audio,silence
016528,audio,silence
016529,audio,silence
016530,audio,silence
016531,audio,silence
016532,audio,silence
016533,audio,silence
016534,audio,silence
016535,audio,silence
016536,audio,could you speak louder
016537,audio,could you speak louder
016538,audio,could you speak louder
016539,audio,play it louder
016540,audio,play it louder
016541,audio,play it louder
016542,audio,mute for twenty minutes
016543,audio,mute for twenty minutes
016544,audio,mute for twenty minutes
016545,audio,mute for twenty minutes
016546,audio,sound off
016547,audio,sound off
016548,audio,sound off
016549,audio,sound off
016550,audio,sound off
016551,audio,sound off
016552,audio,sound off
016553,audio,adjust sound
016554,audio,adjust sound
016555,audio,adjust sound
016556,audio,turn up the sound
016557,audio,turn up the sound
016558,audio,turn up the sound
016559,audio,mute
016560,audio,mute
016561,audio,mute
016562,audio,mute
016563,audio,mute
016564,audio,mute
016565,audio,mute
016566,audio,mute
016567,audio,mute
016568,audio,mute
016569,audio,mute
016570,audio,mute
016571,audio,mute
016572,audio,mute
016573,audio,mute
016574,audio,mute
016575,audio,mute
016576,audio,mute
016577,audio,mute
016578,audio,mute
016579,audio,mute
016580,audio,mute
016581,audio,mute
016582,audio,mute
016583,audio,mute
016584,audio,mute
016585,audio,mute
016586,audio,mute
016587,audio,mute
016588,audio,mute
016589,audio,mute
016590,audio,mute
016591,audio,mute
016592,audio,increase the volume a bit
016593,audio,increase the volume a bit
016594,audio,increase the volume a bit
016595,audio,increase the volume a bit
016596,audio,increase the volume a bit
016597,audio,increase the volume a bit
016598,audio,increase the volume a bit
016599,audio,increase the volume a bit
016600,audio,increase the volume a bit
016601,audio,turn off speaker
016602,audio,turn off speaker
016603,audio,turn off speaker
016604,audio,turn off speaker
016605,audio,turn off speaker
016606,audio,turn off speaker
016607,audio,turn off speaker
016608,audio,turn off speaker
016609,audio,decrease speaker volume
016610,audio,decrease speaker volume
016611,audio,decrease speaker volume
016612,audio,on the music player set the volume level at sixty
016613,audio,turn up speakers
016614,audio,turn up speakers
016615,audio,speakers off
016616,audio,speakers off
016617,audio,speakers off
016618,audio,speakers off
016619,audio,speakers off
016620,audio,change volume settings in the negative
016621,audio,change volume settings in the negative
016622,audio,your volume is too high please repeat that lower
016623,audio,your volume is too high please repeat that lower
016624,audio,your volume is too high please repeat that lower
016625,audio,need to see volume settings
016626,audio,need to see volume settings
016627,audio,turn the sound off
016628,audio,turn the sound off
016629,audio,turn the sound off
016630,audio,turn the sound off
016631,audio,don't talk
016632,audio,don't talk
016633,audio,set the settings to mute
016634,audio,set the settings to mute
016635,audio,lower the volume of the speakers
016636,audio,lower the volume of the speakers
016637,audio,please turn up the volume
016638,audio,please turn up the volume
016639,audio,please turn up the volume
016640,audio,please turn up the volume
016641,audio,please turn up the volume
016642,audio,please turn up the volume
016643,audio,please turn up the volume
016644,audio,please turn up the volume
016645,audio,please turn up the volume
016646,audio,please turn up the volume
016647,audio,please turn up the volume
016648,audio,please turn up the volume
016649,audio,please raise the volume of speaker
016650,audio,increase volume by two levels
016651,audio,raise the volume to sixty
016652,audio,raise the volume to sixty
016653,audio,raise the volume to sixty
016654,audio,mute for two hours
016655,audio,mute for two hours
016656,audio,mute for two hours
016657,audio,increase the volume please
016658,audio,increase the volume please
